University,Year,Ranking
University of Basel,2017,141
University of Basel,2018,149
University of Basel,2019,160
University of Basel,2020,151
University of Basel,2021,149
University of Basel,2022,138
University of Basel,2023,136
University of Basel,2024,124
Leiden University,2017,102
Leiden University,2018,109
Leiden University,2019,122
Leiden University,2020,118
Leiden University,2021,128
Leiden University,2022,112
Leiden University,2023,131
Leiden University,2024,126
University of Bern,2017,181
University of Bern,2018,167
University of Bern,2019,139
University of Bern,2020,123
University of Bern,2021,114
University of Bern,2022,119
University of Bern,2023,120
University of Bern,2024,126
University of Geneva,2017,95
University of Geneva,2018,98
University of Geneva,2019,108
University of Geneva,2020,110
University of Geneva,2021,106
University of Geneva,2022,105
University of Geneva,2023,125
University of Geneva,2024,128
Chalmers University of Technology,2017,139
Chalmers University of Technology,2018,133
Chalmers University of Technology,2019,128
Chalmers University of Technology,2020,125
Chalmers University of Technology,2021,139
Chalmers University of Technology,2022,121
Chalmers University of Technology,2023,125
Chalmers University of Technology,2024,129
Macquarie University,2017,247
Macquarie University,2018,240
Macquarie University,2019,250
Macquarie University,2020,237
Macquarie University,2021,214
Macquarie University,2022,200
Macquarie University,2023,195
Macquarie University,2024,130
University of Vienna,2017,155
University of Vienna,2018,154
University of Vienna,2019,175
University of Vienna,2020,154
University of Vienna,2021,150
University of Vienna,2022,151
University of Vienna,2023,151
University of Vienna,2024,130
"University of California, Davis",2017,85
"University of California, Davis",2018,118
"University of California, Davis",2019,100
"University of California, Davis",2020,104
"University of California, Davis",2021,112
"University of California, Davis",2022,108
"University of California, Davis",2023,102
"University of California, Davis",2024,132
"University of North Carolina, Chapel Hill",2017,78
"University of North Carolina, Chapel Hill",2018,80
"University of North Carolina, Chapel Hill",2019,83
"University of North Carolina, Chapel Hill",2020,90
"University of North Carolina, Chapel Hill",2021,95
"University of North Carolina, Chapel Hill",2022,100
"University of North Carolina, Chapel Hill",2023,102
"University of North Carolina, Chapel Hill",2024,132
Sapienza University of Rome,2017,223
Sapienza University of Rome,2018,215
Sapienza University of Rome,2019,217
Sapienza University of Rome,2020,203
Sapienza University of Rome,2021,171
Sapienza University of Rome,2022,171
Sapienza University of Rome,2023,171
Sapienza University of Rome,2024,134
Texas A&M University,2017,160
Texas A&M University,2018,195
Texas A&M University,2019,203
Texas A&M University,2020,189
Texas A&M University,2021,169
Texas A&M University,2022,168
Texas A&M University,2023,164
Texas A&M University,2024,134
Michigan State University,2017,160
Michigan State University,2018,149
Michigan State University,2019,141
Michigan State University,2020,144
Michigan State University,2021,157
Michigan State University,2022,157
Michigan State University,2023,159
Michigan State University,2024,136
Universiti Sains Malaysia,2017,330
Universiti Sains Malaysia,2018,264
Universiti Sains Malaysia,2019,207
Universiti Sains Malaysia,2020,165
Universiti Sains Malaysia,2021,142
Universiti Sains Malaysia,2022,147
Universiti Sains Malaysia,2023,143
Universiti Sains Malaysia,2024,137
University of Science and Technology of China,2017,104
University of Science and Technology of China,2018,97
University of Science and Technology of China,2019,98
University of Science and Technology of China,2020,89
University of Science and Technology of China,2021,93
University of Science and Technology of China,2022,98
University of Science and Technology of China,2023,94
University of Science and Technology of China,2024,137
University of Groningen,2017,113
University of Groningen,2018,113
University of Groningen,2019,120
University of Groningen,2020,114
University of Groningen,2021,128
University of Groningen,2022,128
University of Groningen,2023,145
University of Groningen,2024,139
RMIT University,2017,252
RMIT University,2018,247
RMIT University,2019,250
RMIT University,2020,238
RMIT University,2021,223
RMIT University,2022,206
RMIT University,2023,190
RMIT University,2024,140
Nanjing University,2017,115
Nanjing University,2018,114
Nanjing University,2019,122
Nanjing University,2020,120
Nanjing University,2021,124
Nanjing University,2022,131
Nanjing University,2023,133
Nanjing University,2024,141
Université de Montréal ,2017,126
Université de Montréal ,2018,130
Université de Montréal ,2019,149
Université de Montréal ,2020,137
Université de Montréal ,2021,118
Université de Montréal ,2022,111
Université de Montréal ,2023,116
Université de Montréal ,2024,141
Aarhus University,2017,117
Aarhus University,2018,119
Aarhus University,2019,141
Aarhus University,2020,145
Aarhus University,2021,147
Aarhus University,2022,155
Aarhus University,2023,161
Aarhus University,2024,143
King Abdulaziz University,2017,283
King Abdulaziz University,2018,267
King Abdulaziz University,2019,231
King Abdulaziz University,2020,186
King Abdulaziz University,2021,143
King Abdulaziz University,2022,109
King Abdulaziz University,2023,106
King Abdulaziz University,2024,143
Queen Mary University of London,2017,123
Queen Mary University of London,2018,127
Queen Mary University of London,2019,119
Queen Mary University of London,2020,126
Queen Mary University of London,2021,114
Queen Mary University of London,2022,117
Queen Mary University of London,2023,125
Queen Mary University of London,2024,145
Rice University,2017,90
Rice University,2018,89
Rice University,2019,87
Rice University,2020,85
Rice University,2021,89
Rice University,2022,94
Rice University,2023,100
Rice University,2024,145
Sungkyunkwan University,2017,106
Sungkyunkwan University,2018,108
Sungkyunkwan University,2019,100
Sungkyunkwan University,2020,95
Sungkyunkwan University,2021,88
Sungkyunkwan University,2022,97
Sungkyunkwan University,2023,99
Sungkyunkwan University,2024,145
University of Bath,2017,159
University of Bath,2018,160
University of Bath,2019,158
University of Bath,2020,172
University of Bath,2021,173
University of Bath,2022,166
University of Bath,2023,179
University of Bath,2024,148
Indian Institute of Technology Bombay,2017,219
Indian Institute of Technology Bombay,2018,179
Indian Institute of Technology Bombay,2019,162
Indian Institute of Technology Bombay,2020,152
Indian Institute of Technology Bombay,2021,172
Indian Institute of Technology Bombay,2022,177
Indian Institute of Technology Bombay,2023,172
Indian Institute of Technology Bombay,2024,149
Universitat Autònoma de Barcelona,2017,203
Universitat Autònoma de Barcelona,2018,195
Universitat Autònoma de Barcelona,2019,193
Universitat Autònoma de Barcelona,2020,188
Universitat Autònoma de Barcelona,2021,213
Universitat Autònoma de Barcelona,2022,209
Universitat Autònoma de Barcelona,2023,178
Universitat Autònoma de Barcelona,2024,149
Ohio State University,2017,88
Ohio State University,2018,86
Ohio State University,2019,89
Ohio State University,2020,101
Ohio State University,2021,108
Ohio State University,2022,120
Ohio State University,2023,140
Ohio State University,2024,151
Wageningen University & Research,2017,119
Wageningen University & Research,2018,124
Wageningen University & Research,2019,125
Wageningen University & Research,2020,125
Wageningen University & Research,2021,115
Wageningen University & Research,2022,123
Wageningen University & Research,2023,124
Wageningen University & Research,2024,151
University of Exeter,2017,164
University of Exeter,2018,158
University of Exeter,2019,154
University of Exeter,2020,163
University of Exeter,2021,164
University of Exeter,2022,149
University of Exeter,2023,163
University of Exeter,2024,153
Alma Mater Studiorum - University of Bologna,2017,208
Alma Mater Studiorum - University of Bologna,2018,188
Alma Mater Studiorum - University of Bologna,2019,180
Alma Mater Studiorum - University of Bologna,2020,177
Alma Mater Studiorum - University of Bologna,2021,160
Alma Mater Studiorum - University of Bologna,2022,166
Alma Mater Studiorum - University of Bologna,2023,167
Alma Mater Studiorum - University of Bologna,2024,154
Cardiff University,2017,140
Cardiff University,2018,137
Cardiff University,2019,145
Cardiff University,2020,154
Cardiff University,2021,159
Cardiff University,2022,151
Cardiff University,2023,166
Cardiff University,2024,154
Technische Universität Berlin,2017,164
Technische Universität Berlin,2018,144
Technische Universität Berlin,2019,147
Technische Universität Berlin,2020,147
Technische Universität Berlin,2021,148
Technische Universität Berlin,2022,159
Technische Universität Berlin,2023,158
Technische Universität Berlin,2024,154
Washington University in St. Louis,2017,106
Washington University in St. Louis,2018,100
Washington University in St. Louis,2019,100
Washington University in St. Louis,2020,108
Washington University in St. Louis,2021,105
Washington University in St. Louis,2022,107
Washington University in St. Louis,2023,118
Washington University in St. Louis,2024,154
Universiti Putra Malaysia,2017,270
Universiti Putra Malaysia,2018,229
Universiti Putra Malaysia,2019,202
Universiti Putra Malaysia,2020,159
Universiti Putra Malaysia,2021,132
Universiti Putra Malaysia,2022,143
Universiti Putra Malaysia,2023,123
Universiti Putra Malaysia,2024,158
Ghent University,2017,131
Ghent University,2018,125
Ghent University,2019,138
Ghent University,2020,130
Ghent University,2021,135
Ghent University,2022,141
Ghent University,2023,143
Ghent University,2024,159
Universidad de Chile,2017,200
Universidad de Chile,2018,201
Universidad de Chile,2019,208
Universidad de Chile,2020,189
Universidad de Chile,2021,180
Universidad de Chile,2022,183
Universidad de Chile,2023,167
Universidad de Chile,2024,159
Universiti Kebangsaan Malaysia,2017,302
Universiti Kebangsaan Malaysia,2018,230
Universiti Kebangsaan Malaysia,2019,184
Universiti Kebangsaan Malaysia,2020,160
Universiti Kebangsaan Malaysia,2021,141
Universiti Kebangsaan Malaysia,2022,144
Universiti Kebangsaan Malaysia,2023,129
Universiti Kebangsaan Malaysia,2024,159
University of Wollongong,2017,218
University of Wollongong,2018,232
University of Wollongong,2019,218
University of Wollongong,2020,212
University of Wollongong,2021,196
University of Wollongong,2022,193
University of Wollongong,2023,185
University of Wollongong,2024,162
"University of California, Santa Barbara",2017,118
"University of California, Santa Barbara",2018,134
"University of California, Santa Barbara",2019,132
"University of California, Santa Barbara",2020,135
"University of California, Santa Barbara",2021,152
"University of California, Santa Barbara",2022,146
"University of California, Santa Barbara",2023,149
"University of California, Santa Barbara",2024,163
